workload,namespace,kind,owner,team,tier,data_class,description
ml-notebooks/nb-wyilmaz,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wyilmaz in ml-notebooks
ml-notebooks/nb-msingh,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb msingh in ml-notebooks
ml-notebooks/nb-jnguyen,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb jnguyen in ml-notebooks
ml-notebooks/nb-gxu,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb gxu in ml-notebooks
ml-notebooks/nb-jtanaka,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb jtanaka in ml-notebooks
ml-notebooks/nb-dnakamura,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb dnakamura in ml-notebooks
ml-notebooks/nb-wquinn,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wquinn in ml-notebooks
ml-notebooks/nb-mpatel,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb mpatel in ml-notebooks
ml-notebooks/nb-mgupta,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb mgupta in ml-notebooks
ml-notebooks/nb-ausman,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ausman in ml-notebooks
ml-notebooks/nb-cibrahim,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb cibrahim in ml-notebooks
ml-notebooks/nb-rrossi,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb rrossi in ml-notebooks
ml-notebooks/nb-sdimitrov,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb sdimitrov in ml-notebooks
ml-notebooks/nb-lalmeida,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb lalmeida in ml-notebooks
ml-notebooks/nb-rfischer,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb rfischer in ml-notebooks
ml-notebooks/nb-atanaka,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb atanaka in ml-notebooks
ml-notebooks/nb-shoffmann,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb shoffmann in ml-notebooks
ml-notebooks/nb-wmendes,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wmendes in ml-notebooks
ml-notebooks/nb-yalmeida,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb yalmeida in ml-notebooks
ml-notebooks/nb-hadler,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb hadler in ml-notebooks
ml-notebooks/nb-ywagner,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ywagner in ml-notebooks
ml-notebooks/nb-nchen,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb nchen in ml-notebooks
ml-notebooks/nb-trahman,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb trahman in ml-notebooks
ml-notebooks/nb-twagner,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb twagner in ml-notebooks
ml-notebooks/nb-dbrennan,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb dbrennan in ml-notebooks
ml-notebooks/nb-vlarsson,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb vlarsson in ml-notebooks
ml-notebooks/nb-mesposito,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb mesposito in ml-notebooks
ml-notebooks/nb-wzhang,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wzhang in ml-notebooks
ml-notebooks/nb-jrossi,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb jrossi in ml-notebooks
ml-notebooks/nb-pwagner,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb pwagner in ml-notebooks
ml-notebooks/nb-khoffmann,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb khoffmann in ml-notebooks
ml-notebooks/nb-lusman,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb lusman in ml-notebooks
ml-notebooks/nb-dvarga,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb dvarga in ml-notebooks
ml-notebooks/nb-dschneider,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb dschneider in ml-notebooks
ml-notebooks/nb-pibrahim,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb pibrahim in ml-notebooks
ml-notebooks/nb-dulrich,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb dulrich in ml-notebooks
ml-notebooks/nb-aesposito,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb aesposito in ml-notebooks
ml-notebooks/nb-jzhang,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb jzhang in ml-notebooks
ml-notebooks/nb-pxu,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb pxu in ml-notebooks
ml-notebooks/nb-vhoffmann,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb vhoffmann in ml-notebooks
ml-notebooks/nb-wlarsson,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wlarsson in ml-notebooks
ml-notebooks/nb-dalmeida,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb dalmeida in ml-notebooks
ml-notebooks/nb-mweber,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb mweber in ml-notebooks
ml-notebooks/nb-fmoreau,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb fmoreau in ml-notebooks
ml-notebooks/nb-crossi,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb crossi in ml-notebooks
ml-notebooks/nb-bpatel,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb bpatel in ml-notebooks
ml-notebooks/nb-wvarga,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wvarga in ml-notebooks
ml-notebooks/nb-eito,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb eito in ml-notebooks
ml-notebooks/nb-nbaptiste,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb nbaptiste in ml-notebooks
ml-notebooks/nb-balmeida,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb balmeida in ml-notebooks
ml-notebooks/nb-mvasquez,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb mvasquez in ml-notebooks
ml-notebooks/nb-wrahman,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wrahman in ml-notebooks
ml-notebooks/nb-tusman,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb tusman in ml-notebooks
ml-notebooks/nb-wulrich,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wulrich in ml-notebooks
ml-notebooks/nb-mkowalski,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb mkowalski in ml-notebooks
ml-notebooks/nb-yvasquez,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb yvasquez in ml-notebooks
ml-notebooks/nb-yulrich,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb yulrich in ml-notebooks
ml-notebooks/nb-apereira,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb apereira in ml-notebooks
ml-notebooks/nb-ceriksen,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ceriksen in ml-notebooks
ml-notebooks/nb-gbrennan,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb gbrennan in ml-notebooks
ml-notebooks/nb-feriksen,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb feriksen in ml-notebooks
ml-notebooks/nb-pquinn,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb pquinn in ml-notebooks
ml-notebooks/nb-szhang,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb szhang in ml-notebooks
ml-notebooks/nb-lhoffmann,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb lhoffmann in ml-notebooks
ml-notebooks/nb-dyamamoto,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb dyamamoto in ml-notebooks
ml-notebooks/nb-wusman,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wusman in ml-notebooks
ml-notebooks/nb-yyamamoto,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb yyamamoto in ml-notebooks
ml-notebooks/nb-lzhang,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb lzhang in ml-notebooks
ml-notebooks/nb-ggarcia,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ggarcia in ml-notebooks
ml-notebooks/nb-eesposito,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb eesposito in ml-notebooks
ml-notebooks/nb-cbaptiste,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb cbaptiste in ml-notebooks
ml-notebooks/nb-vschneider,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb vschneider in ml-notebooks
ml-notebooks/nb-halmeida,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb halmeida in ml-notebooks
ml-notebooks/nb-ntorres,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ntorres in ml-notebooks
ml-notebooks/nb-kzhang,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb kzhang in ml-notebooks
ml-notebooks/nb-alindqvist,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb alindqvist in ml-notebooks
ml-notebooks/nb-tmoreau,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb tmoreau in ml-notebooks
ml-notebooks/nb-sjensen,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb sjensen in ml-notebooks
ml-notebooks/nb-hquinn,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb hquinn in ml-notebooks
ml-notebooks/nb-apatel,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb apatel in ml-notebooks
ml-notebooks/nb-ajimenez,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ajimenez in ml-notebooks
ml-notebooks/nb-nmoreau,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb nmoreau in ml-notebooks
ml-notebooks/nb-ddimitrov,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ddimitrov in ml-notebooks
ml-notebooks/nb-wpatel,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wpatel in ml-notebooks
ml-notebooks/nb-rvasquez,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb rvasquez in ml-notebooks
ml-notebooks/nb-vyamamoto,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb vyamamoto in ml-notebooks
ml-notebooks/nb-tlarsson,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb tlarsson in ml-notebooks
ml-notebooks/nb-kzielinski,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb kzielinski in ml-notebooks
ml-notebooks/nb-bfontaine,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb bfontaine in ml-notebooks
ml-notebooks/nb-mtorres,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb mtorres in ml-notebooks
ml-notebooks/nb-lokafor,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb lokafor in ml-notebooks
ml-notebooks/nb-nweber,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb nweber in ml-notebooks
ml-notebooks/nb-ftanaka,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ftanaka in ml-notebooks
ml-notebooks/nb-ldubois,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ldubois in ml-notebooks
ml-notebooks/nb-ezhang,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ezhang in ml-notebooks
ml-notebooks/nb-dnguyen,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb dnguyen in ml-notebooks
ml-notebooks/nb-gvarga,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb gvarga in ml-notebooks
ml-notebooks/nb-ykaur,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ykaur in ml-notebooks
ml-notebooks/nb-kibrahim,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb kibrahim in ml-notebooks
ml-notebooks/nb-ehaddad,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ehaddad in ml-notebooks
ml-notebooks/nb-ggupta,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ggupta in ml-notebooks
ml-notebooks/nb-nschneider,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb nschneider in ml-notebooks
ml-notebooks/nb-bolsen,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb bolsen in ml-notebooks
ml-notebooks/nb-ppatel,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ppatel in ml-notebooks
ml-notebooks/nb-jxu,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb jxu in ml-notebooks
ml-notebooks/nb-vito,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb vito in ml-notebooks
ml-notebooks/nb-gito,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb gito in ml-notebooks
ml-notebooks/nb-hkowalski,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb hkowalski in ml-notebooks
ml-notebooks/nb-tchen,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb tchen in ml-notebooks
ml-notebooks/nb-galmeida,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb galmeida in ml-notebooks
ml-notebooks/nb-egupta,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb egupta in ml-notebooks
ml-notebooks/nb-dxu,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb dxu in ml-notebooks
ml-notebooks/nb-ladler,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ladler in ml-notebooks
ml-notebooks/nb-ynakamura,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ynakamura in ml-notebooks
ml-notebooks/nb-hnakamura,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb hnakamura in ml-notebooks
ml-notebooks/nb-jhoffmann,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb jhoffmann in ml-notebooks
ml-notebooks/nb-gokafor,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb gokafor in ml-notebooks
ml-notebooks/nb-svasquez,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb svasquez in ml-notebooks
ml-notebooks/nb-nxu,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb nxu in ml-notebooks
ml-notebooks/nb-prossi,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb prossi in ml-notebooks
ml-notebooks/nb-nlindqvist,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb nlindqvist in ml-notebooks
ml-notebooks/nb-phoffmann,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb phoffmann in ml-notebooks
ml-notebooks/nb-rdimitrov,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb rdimitrov in ml-notebooks
ml-notebooks/nb-jsingh,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb jsingh in ml-notebooks
ml-notebooks/nb-ljensen,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ljensen in ml-notebooks
ml-notebooks/nb-bulrich,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb bulrich in ml-notebooks
ml-notebooks/nb-cadler,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb cadler in ml-notebooks
ml-notebooks/nb-ehoffmann,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb ehoffmann in ml-notebooks
ml-notebooks/nb-jpereira,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb jpereira in ml-notebooks
ml-notebooks/nb-hpereira,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb hpereira in ml-notebooks
ml-notebooks/nb-rgarcia,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb rgarcia in ml-notebooks
ml-notebooks/nb-adubois,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb adubois in ml-notebooks
ml-notebooks/nb-dokafor,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb dokafor in ml-notebooks
ml-notebooks/nb-jmendes,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb jmendes in ml-notebooks
ml-notebooks/nb-fzielinski,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb fzielinski in ml-notebooks
ml-notebooks/nb-kdimitrov,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb kdimitrov in ml-notebooks
ml-notebooks/nb-nvarga,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb nvarga in ml-notebooks
ml-notebooks/nb-pdubois,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb pdubois in ml-notebooks
ml-notebooks/nb-mbaptiste,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb mbaptiste in ml-notebooks
ml-notebooks/nb-exu,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb exu in ml-notebooks
ml-notebooks/nb-vulrich,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb vulrich in ml-notebooks
ml-notebooks/nb-wibrahim,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wibrahim in ml-notebooks
ml-notebooks/nb-bschneider,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb bschneider in ml-notebooks
ml-notebooks/nb-nalmeida,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb nalmeida in ml-notebooks
ml-notebooks/nb-fesposito,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb fesposito in ml-notebooks
ml-notebooks/nb-rzielinski,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb rzielinski in ml-notebooks
ml-notebooks/nb-wschneider,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wschneider in ml-notebooks
ml-notebooks/nb-cmendes,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb cmendes in ml-notebooks
ml-notebooks/nb-lbrennan,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb lbrennan in ml-notebooks
ml-notebooks/nb-sadler,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb sadler in ml-notebooks
ml-notebooks/nb-vdubois,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb vdubois in ml-notebooks
ml-notebooks/nb-wyamamoto,ml-notebooks,StatefulSet,ml-research,ml-research,tier-2,internal,nb wyamamoto in ml-notebooks
observability/log-shipper,observability,DaemonSet,observability,observability,tier-2,internal,log shipper in observability
observability/metrics-collector,observability,DaemonSet,observability,observability,tier-2,internal,metrics collector in observability
observability/otel-collector,observability,DaemonSet,observability,observability,tier-2,internal,otel collector in observability
observability/otel-gateway,observability,Deployment,observability,observability,tier-2,internal,otel gateway in observability
observability/trace-collector,observability,Deployment,observability,observability,tier-2,internal,trace collector in observability
observability/prometheus,observability,StatefulSet,observability,observability,tier-2,internal,prometheus in observability
observability/alertmanager,observability,Deployment,observability,observability,tier-2,internal,alertmanager in observability
observability/grafana,observability,Deployment,observability,observability,tier-2,internal,grafana in observability
observability/loki,observability,StatefulSet,observability,observability,tier-2,internal,loki in observability
observability/tempo,observability,StatefulSet,observability,observability,tier-2,internal,tempo in observability
observability/mimir,observability,StatefulSet,observability,observability,tier-2,internal,mimir in observability
observability/pushgateway,observability,Deployment,observability,observability,tier-2,internal,pushgateway in observability
observability/blackbox-exporter,observability,Deployment,observability,observability,tier-2,internal,blackbox exporter in observability
observability/node-exporter,observability,DaemonSet,observability,observability,tier-2,internal,node exporter in observability
observability/snmp-exporter,observability,Deployment,observability,observability,tier-2,internal,snmp exporter in observability
observability/syslog-collector,observability,Deployment,observability,observability,tier-2,internal,syslog collector in observability
observability/netflow-collector,observability,Deployment,observability,observability,tier-2,internal,netflow collector in observability
observability/flow-aggregator,observability,Deployment,observability,observability,tier-2,internal,flow aggregator in observability
observability/profiler,observability,Deployment,observability,observability,tier-2,internal,profiler in observability
observability/uptime-checker,observability,Deployment,observability,observability,tier-2,internal,uptime checker in observability
observability/sla-reporter,observability,Deployment,observability,observability,tier-2,internal,sla reporter in observability
observability/oncall-bridge,observability,Deployment,observability,observability,tier-2,internal,oncall bridge in observability
observability/status-exporter,observability,Deployment,observability,observability,tier-2,internal,status exporter in observability
observability/cost-collector,observability,Deployment,observability,observability,tier-2,internal,cost collector in observability
observability/gpu-exporter,observability,DaemonSet,observability,observability,tier-2,internal,gpu exporter in observability
observability/dcgm-exporter,observability,DaemonSet,observability,observability,tier-2,internal,dcgm exporter in observability
observability/nvlink-monitor,observability,Deployment,observability,observability,tier-2,internal,nvlink monitor in observability
observability/fabric-poller,observability,Deployment,observability,observability,tier-2,internal,fabric poller in observability
team-001/api,team-001,Deployment,team-001,team-001,tier-2,internal,api in team-001
team-001/worker,team-001,Deployment,team-001,team-001,tier-2,internal,worker in team-001
team-001/web,team-001,Deployment,team-001,team-001,tier-2,internal,web in team-001
team-001/cache,team-001,Deployment,team-001,team-001,tier-2,internal,cache in team-001
team-001/cron,team-001,Deployment,team-001,team-001,tier-2,internal,cron in team-001
team-002/api,team-002,Deployment,team-002,team-002,tier-2,internal,api in team-002
team-002/worker,team-002,Deployment,team-002,team-002,tier-2,internal,worker in team-002
team-002/web,team-002,Deployment,team-002,team-002,tier-2,internal,web in team-002
team-002/cache,team-002,Deployment,team-002,team-002,tier-2,internal,cache in team-002
team-002/cron,team-002,Deployment,team-002,team-002,tier-2,internal,cron in team-002
team-003/api,team-003,Deployment,team-003,team-003,tier-2,internal,api in team-003
team-003/worker,team-003,Deployment,team-003,team-003,tier-2,internal,worker in team-003
team-003/web,team-003,Deployment,team-003,team-003,tier-2,internal,web in team-003
team-003/cache,team-003,Deployment,team-003,team-003,tier-2,internal,cache in team-003
team-003/cron,team-003,Deployment,team-003,team-003,tier-2,internal,cron in team-003
team-004/api,team-004,Deployment,team-004,team-004,tier-2,internal,api in team-004
team-004/worker,team-004,Deployment,team-004,team-004,tier-2,internal,worker in team-004
team-004/web,team-004,Deployment,team-004,team-004,tier-2,internal,web in team-004
team-004/cache,team-004,Deployment,team-004,team-004,tier-2,internal,cache in team-004
team-004/cron,team-004,Deployment,team-004,team-004,tier-2,internal,cron in team-004
team-005/api,team-005,Deployment,team-005,team-005,tier-2,internal,api in team-005
team-005/worker,team-005,Deployment,team-005,team-005,tier-2,internal,worker in team-005
team-005/web,team-005,Deployment,team-005,team-005,tier-2,internal,web in team-005
team-005/cache,team-005,Deployment,team-005,team-005,tier-2,internal,cache in team-005
team-005/cron,team-005,Deployment,team-005,team-005,tier-2,internal,cron in team-005
team-006/api,team-006,Deployment,team-006,team-006,tier-2,internal,api in team-006
team-006/worker,team-006,Deployment,team-006,team-006,tier-2,internal,worker in team-006
team-006/web,team-006,Deployment,team-006,team-006,tier-2,internal,web in team-006
team-006/cache,team-006,Deployment,team-006,team-006,tier-2,internal,cache in team-006
team-006/cron,team-006,Deployment,team-006,team-006,tier-2,internal,cron in team-006
team-007/api,team-007,Deployment,team-007,team-007,tier-2,internal,api in team-007
team-007/worker,team-007,Deployment,team-007,team-007,tier-2,internal,worker in team-007
team-007/web,team-007,Deployment,team-007,team-007,tier-2,internal,web in team-007
team-007/cache,team-007,Deployment,team-007,team-007,tier-2,internal,cache in team-007
team-007/cron,team-007,Deployment,team-007,team-007,tier-2,internal,cron in team-007
team-008/api,team-008,Deployment,team-008,team-008,tier-2,internal,api in team-008
team-008/worker,team-008,Deployment,team-008,team-008,tier-2,internal,worker in team-008
team-008/web,team-008,Deployment,team-008,team-008,tier-2,internal,web in team-008
team-008/cache,team-008,Deployment,team-008,team-008,tier-2,internal,cache in team-008
team-008/cron,team-008,Deployment,team-008,team-008,tier-2,internal,cron in team-008
team-009/api,team-009,Deployment,team-009,team-009,tier-2,internal,api in team-009
team-009/worker,team-009,Deployment,team-009,team-009,tier-2,internal,worker in team-009
team-009/web,team-009,Deployment,team-009,team-009,tier-2,internal,web in team-009
team-009/cache,team-009,Deployment,team-009,team-009,tier-2,internal,cache in team-009
team-009/cron,team-009,Deployment,team-009,team-009,tier-2,internal,cron in team-009
team-010/api,team-010,Deployment,team-010,team-010,tier-2,internal,api in team-010
team-010/worker,team-010,Deployment,team-010,team-010,tier-2,internal,worker in team-010
team-010/web,team-010,Deployment,team-010,team-010,tier-2,internal,web in team-010
team-010/cache,team-010,Deployment,team-010,team-010,tier-2,internal,cache in team-010
team-010/cron,team-010,Deployment,team-010,team-010,tier-2,internal,cron in team-010
team-011/api,team-011,Deployment,team-011,team-011,tier-2,internal,api in team-011
team-011/worker,team-011,Deployment,team-011,team-011,tier-2,internal,worker in team-011
team-011/web,team-011,Deployment,team-011,team-011,tier-2,internal,web in team-011
team-011/cache,team-011,Deployment,team-011,team-011,tier-2,internal,cache in team-011
team-011/cron,team-011,Deployment,team-011,team-011,tier-2,internal,cron in team-011
team-012/api,team-012,Deployment,team-012,team-012,tier-2,internal,api in team-012
team-012/worker,team-012,Deployment,team-012,team-012,tier-2,internal,worker in team-012
team-012/web,team-012,Deployment,team-012,team-012,tier-2,internal,web in team-012
team-012/cache,team-012,Deployment,team-012,team-012,tier-2,internal,cache in team-012
team-012/cron,team-012,Deployment,team-012,team-012,tier-2,internal,cron in team-012
team-013/api,team-013,Deployment,team-013,team-013,tier-2,internal,api in team-013
team-013/worker,team-013,Deployment,team-013,team-013,tier-2,internal,worker in team-013
team-013/web,team-013,Deployment,team-013,team-013,tier-2,internal,web in team-013
team-013/cache,team-013,Deployment,team-013,team-013,tier-2,internal,cache in team-013
team-013/cron,team-013,Deployment,team-013,team-013,tier-2,internal,cron in team-013
team-014/api,team-014,Deployment,team-014,team-014,tier-2,internal,api in team-014
team-014/worker,team-014,Deployment,team-014,team-014,tier-2,internal,worker in team-014
team-014/web,team-014,Deployment,team-014,team-014,tier-2,internal,web in team-014
team-014/cache,team-014,Deployment,team-014,team-014,tier-2,internal,cache in team-014
team-014/cron,team-014,Deployment,team-014,team-014,tier-2,internal,cron in team-014
team-015/api,team-015,Deployment,team-015,team-015,tier-2,internal,api in team-015
team-015/worker,team-015,Deployment,team-015,team-015,tier-2,internal,worker in team-015
team-015/web,team-015,Deployment,team-015,team-015,tier-2,internal,web in team-015
team-015/cache,team-015,Deployment,team-015,team-015,tier-2,internal,cache in team-015
team-015/cron,team-015,Deployment,team-015,team-015,tier-2,internal,cron in team-015
team-016/api,team-016,Deployment,team-016,team-016,tier-2,internal,api in team-016
team-016/worker,team-016,Deployment,team-016,team-016,tier-2,internal,worker in team-016
team-016/web,team-016,Deployment,team-016,team-016,tier-2,internal,web in team-016
team-016/cache,team-016,Deployment,team-016,team-016,tier-2,internal,cache in team-016
